abbr,pts,opp_pts,wins,losses
BOS,108,94,5,2
BOS,113,86,6,2
BOS,101,94,7,2
BOS,104,88,8,2
BOS,110,107,9,2
BOS,107,96,10,2
BOS,90,87,11,2
BOS,95,94,12,2
BOS,109,102,13,2
BOS,92,88,14,2
BOS,110,99,15,2
BOS,110,102,16,2
BOS,98,104,16,3
BOS,118,103,17,3
BOS,108,98,18,3
BOS,108,118,18,4
BOS,108,97,19,4
BOS,116,111,20,4
BOS,111,100,21,4
BOS,97,90,22,4
BOS,102,105,22,5
BOS,91,81,23,5
BOS,85,108,23,6
BOS,124,118,24,6
BOS,95,107,24,7
BOS,102,93,25,7
BOS,112,111,26,7
BOS,89,90,26,8
BOS,93,102,26,9
BOS,117,92,27,9
BOS,103,111,27,10
BOS,102,91,28,10
BOS,99,98,29,10
BOS,108,105,30,10
BOS,102,88,31,10
BOS,91,84,32,10
BOS,87,85,33,10
BOS,114,103,34,10
BOS,113,116,34,11
BOS,80,89,34,12
BOS,95,103,34,13
BOS,107,108,34,14
BOS,113,102,35,14
BOS,105,109,35,15
BOS,111,110,36,15
BOS,103,73,37,15
BOS,119,110,38,15
BOS,97,96,39,15
BOS,91,111,39,16
BOS,110,104,40,16
BOS,91,97,40,17
BOS,99,121,40,18
BOS,119,129,40,19
BOS,110,98,41,19
BOS,121,112,42,19
BOS,109,98,43,19
BOS,134,106,44,19
BOS,120,123,44,20
BOS,105,89,45,20
BOS,117,109,46,20
BOS,97,99,46,21
BOS,124,125,46,22
BOS,92,83,47,22
BOS,89,108,47,23
BOS,100,99,48,23
BOS,105,100,49,23
BOS,104,93,50,23
BOS,102,94,51,23
BOS,97,94,52,23
BOS,110,99,53,23
BOS,102,106,53,24
BOS,78,96,53,25
BOS,111,104,54,25
BOS,106,112,54,26
BOS,101,113,54,27
BOS,110,97,55,27
BOS,113,107,1,0
BOS,120,106,2,0
BOS,92,116,2,1
BOS,102,104,2,2
BOS,92,87,3,2
BOS,86,97,3,3
BOS,112,96,4,3
BOS,117,101,5,3
BOS,108,103,6,3
BOS,101,98,7,3
BOS,92,103,7,4
BOS,114,112,8,4
BOS,108,83,9,4
BOS,107,94,10,4
BOS,86,116,10,5
BOS,102,111,10,6
BOS,96,83,11,6
BOS,99,109,11,7
BOS,79,87,11,8
BRK,131,140,0,1
BRK,126,121,1,1
BRK,116,104,2,1
BRK,121,125,2,2
BRK,112,107,3,2
BRK,86,107,3,3
BRK,111,124,3,4
BRK,114,122,3,5
BRK,112,124,3,6
BRK,98,92,4,6
BRK,104,112,4,7
BRK,101,97,5,7
BRK,106,114,5,8
BRK,102,109,5,9
BRK,118,107,6,9
BRK,111,118,6,10
BRK,109,119,6,11
BRK,125,127,6,12
BRK,98,88,7,12
BRK,103,117,7,13
BRK,109,104,8,13
BRK,102,114,8,14
BRK,110,90,9,14
BRK,100,95,10,14
BRK,89,101,10,15
BRK,103,98,11,15
BRK,104,111,11,16
BRK,87,120,11,17
BRK,97,109,11,18
BRK,99,104,11,19
BRK,119,84,12,19
BRK,119,123,12,20
BRK,97,109,12,21
BRK,113,128,12,22
BRK,111,87,13,22
BRK,105,108,13,23
BRK,98,95,14,23
BRK,98,97,15,23
BRK,85,87,15,24
BRK,113,114,15,25
BRK,80,114,15,26
BRK,110,105,16,26
BRK,113,119,16,27
BRK,104,119,16,28
BRK,95,100,16,29
BRK,101,95,17,29
BRK,101,100,18,29
BRK,108,109,18,30
BRK,91,116,18,31
BRK,97,111,18,32
BRK,95,111,18,33
BRK,116,108,19,33
BRK,99,102,19,34
BRK,94,109,19,35
BRK,113,123,19,36
BRK,106,115,19,37
BRK,128,138,19,38
BRK,101,114,19,39
BRK,103,108,19,40
BRK,96,111,19,41
BRK,104,87,20,41
BRK,123,129,20,42
BRK,111,116,20,43
BRK,120,123,20,44
BRK,101,114,20,45
BRK,125,111,21,45
BRK,97,120,21,46
BRK,102,116,21,47
BRK,116,120,21,48
BRK,114,106,22,48
BRK,118,115,23,48
BRK,105,111,23,49
BRK,112,116,23,50
BRK,114,121,23,51
BRK,111,104,24,51
BRK,110,109,25,51
BRK,96,108,25,52
BRK,95,121,25,53
BRK,119,111,26,53
BRK,124,96,27,53
BRK,114,105,28,53
BRK,97,110,28,54
CHI,100,117,0,1
CHI,77,87,0,2
CHI,112,119,0,3
CHI,91,86,1,3
CHI,69,101,1,4
CHI,91,97,1,5
CHI,105,83,2,5
CHI,90,96,2,6
CHI,114,119,2,7
CHI,87,105,2,8
CHI,94,133,2,9
CHI,79,92,2,10
CHI,123,120,3,10
CHI,105,113,3,11
CHI,94,103,3,12
CHI,80,110,3,13
CHI,94,143,3,14
CHI,93,100,3,15
CHI,99,104,3,16
CHI,110,111,3,17
CHI,106,107,3,18
CHI,91,113,3,19
CHI,96,98,3,20
CHI,119,111,4,20
CHI,104,102,5,20
CHI,108,85,6,20
CHI,103,100,7,20
CHI,115,109,8,20
CHI,117,115,9,20
CHI,112,94,10,20
CHI,112,115,10,21
CHI,92,117,10,22
CHI,115,106,11,22
CHI,92,87,12,22
CHI,119,107,13,22
CHI,110,114,13,23
CHI,120,124,13,24
CHI,115,124,13,25
CHI,127,124,14,25
CHI,86,125,14,26
CHI,107,116,14,27
CHI,122,119,15,27
CHI,107,105,16,27
CHI,119,111,17,27
CHI,112,119,17,28
CHI,113,97,18,28
CHI,128,132,18,29
CHI,101,115,18,30
CHI,103,108,18,31
CHI,96,110,18,32
CHI,108,124,18,33
CHI,103,113,18,34
CHI,98,104,18,35
CHI,114,113,19,35
CHI,90,101,19,36
CHI,105,101,20,36
CHI,98,122,20,37
CHI,115,116,20,38
CHI,104,122,20,39
CHI,87,104,20,40
CHI,103,118,20,41
CHI,108,100,21,41
CHI,89,105,21,42
CHI,119,110,22,42
CHI,83,99,22,43
CHI,129,122,23,43
CHI,106,112,23,44
CHI,111,110,24,44
CHI,109,114,24,45
CHI,92,110,24,46
CHI,102,135,24,47
CHI,105,118,24,48
CHI,95,117,24,49
CHI,86,118,24,50
CHI,92,103,24,51
CHI,90,82,25,51
CHI,113,94,26,51
CHI,120,114,27,51
CHI,104,111,27,52
CHI,96,124,27,53
CHI,105,114,27,54
CHI,87,119,27,55
CHO,90,102,0,1
CHO,109,91,1,1
CHO,94,103,1,2
CHO,110,93,2,2
CHO,93,109,2,3
CHO,120,113,3,3
CHO,104,99,4,3
CHO,126,121,5,3
CHO,101,108,5,4
CHO,94,112,5,5
CHO,113,118,5,6
CHO,87,90,5,7
CHO,107,115,5,8
CHO,120,123,5,9
CHO,102,87,6,9
CHO,118,102,7,9
CHO,129,124,8,9
CHO,99,100,8,10
CHO,86,106,8,11
CHO,113,126,8,12
CHO,100,105,8,13
CHO,104,94,9,13
CHO,87,101,9,14
CHO,111,119,9,15
CHO,99,110,9,16
CHO,116,103,10,16
CHO,96,108,10,17
CHO,98,104,10,18
CHO,91,93,10,19
CHO,109,91,11,19
CHO,111,129,11,20
CHO,104,109,11,21
CHO,111,106,12,21
CHO,91,102,12,22
CHO,111,100,13,22
CHO,98,106,13,23
CHO,131,111,14,23
CHO,108,94,15,23
CHO,111,115,15,24
CHO,99,88,16,24
CHO,91,101,16,25
CHO,118,107,17,25
CHO,133,109,18,25
CHO,105,106,18,26
CHO,112,107,19,26
CHO,96,101,19,27
CHO,121,110,20,27
CHO,91,95,20,28
CHO,96,105,20,29
CHO,123,110,21,29
CHO,133,126,22,29
CHO,115,110,23,29
CHO,104,121,23,30
CHO,103,109,23,31
CHO,94,106,23,32
CHO,103,123,23,33
CHO,104,102,24,33
CHO,111,96,25,33
CHO,122,105,26,33
CHO,114,98,27,33
CHO,118,103,28,33
CHO,106,134,28,34
CHO,99,110,28,35
CHO,98,103,28,36
CHO,114,128,28,37
CHO,111,125,28,38
CHO,122,115,29,38
CHO,115,119,29,39
CHO,129,117,30,39
CHO,101,124,30,40
CHO,94,108,30,41
CHO,111,105,31,41
CHO,140,79,32,41
CHO,102,98,33,41
CHO,137,128,34,41
CHO,105,118,34,42
CHO,93,107,34,43
CHO,102,119,34,44
CHO,114,120,34,45
CHO,137,100,35,45
CHO,117,123,35,46
CHO,119,93,36,46
CLE,102,99,1,0
CLE,116,97,2,0
CLE,93,114,2,1
CLE,119,112,3,1
CLE,107,112,3,2
CLE,101,123,3,3
CLE,95,114,3,4
CLE,107,124,3,5
CLE,130,122,4,5
CLE,115,117,4,6
CLE,124,119,5,6
CLE,113,117,5,7
CLE,111,104,6,7
CLE,104,101,7,7
CLE,115,107,8,7
CLE,118,113,9,7
CLE,116,88,10,7
CLE,119,109,11,7
CLE,100,99,12,7
CLE,113,91,13,7
CLE,108,97,14,7
CLE,121,114,15,7
CLE,116,111,16,7
CLE,113,91,17,7
CLE,101,95,18,7
CLE,102,106,18,8
CLE,105,98,19,8
CLE,123,114,20,8
CLE,121,112,21,8
CLE,109,100,22,8
CLE,106,99,23,8
CLE,116,119,23,9
CLE,115,112,24,9
CLE,92,99,24,10
CLE,95,109,24,11
CLE,101,104,24,12
CLE,127,110,25,12
CLE,88,102,25,13
CLE,131,127,26,13
CLE,99,127,26,14
CLE,99,133,26,15
CLE,95,97,26,16
CLE,108,118,26,17
CLE,104,103,27,17
CLE,124,148,27,18
CLE,102,114,27,19
CLE,115,108,28,19
CLE,121,104,29,19
CLE,114,125,29,20
CLE,91,89,30,20
CLE,88,120,30,21
CLE,98,116,30,22
CLE,140,138,31,22
CLE,123,107,32,22
CLE,121,99,33,22
CLE,120,112,34,22
CLE,103,110,34,23
CLE,112,89,35,23
CLE,94,110,35,24
CLE,129,123,36,24
CLE,97,108,36,25
CLE,117,126,36,26
CLE,112,90,37,26
CLE,113,108,38,26
CLE,102,116,38,27
CLE,113,127,38,28
CLE,129,107,39,28
CLE,105,113,39,29
CLE,114,109,40,29
CLE,124,117,41,29
CLE,132,129,42,29
CLE,120,95,43,29
CLE,121,114,44,29
CLE,79,98,44,30
CLE,118,105,45,30
CLE,107,102,46,30
CLE,98,87,47,30
CLE,112,106,48,30
CLE,119,115,49,30
CLE,130,132,49,31
CLE,123,109,50,31
CLE,98,110,50,32
CLE,80,98,0,1
CLE,100,97,1,1
CLE,90,92,1,2
CLE,104,100,2,2
CLE,98,95,3,2
CLE,87,121,3,3
CLE,105,101,4,3
CLE,113,112,5,3
CLE,128,110,6,3
CLE,105,103,7,3
CLE,128,93,8,3
CLE,83,108,8,4
CLE,94,107,8,5
CLE,116,86,9,5
CLE,111,102,10,5
CLE,83,96,10,6
CLE,109,99,11,6
CLE,87,79,12,6
CLE,114,124,12,7
CLE,103,122,12,8
CLE,102,110,12,9
CLE,85,108,12,10
DAL,111,117,0,1
DAL,88,93,0,2
DAL,91,107,0,3
DAL,103,133,0,4
DAL,103,94,1,4
DAL,91,96,1,5
DAL,110,112,1,6
DAL,89,104,1,7
DAL,98,119,1,8
DAL,94,99,1,9
DAL,99,112,1,10
DAL,113,99,2,10
DAL,104,111,2,11
DAL,99,112,2,12
DAL,91,97,2,13
DAL,87,111,2,14
DAL,111,79,3,14
DAL,102,110,3,15
DAL,95,94,4,15
DAL,97,81,5,15
DAL,108,115,5,16
DAL,104,109,5,17
DAL,108,82,6,17
DAL,122,105,7,17
DAL,90,97,7,18
DAL,102,109,7,19
DAL,92,97,7,20
DAL,95,89,8,20
DAL,97,112,8,21
DAL,96,98,8,22
DAL,91,97,8,23
DAL,110,93,9,23
DAL,101,113,9,24
DAL,107,112,9,25
DAL,98,93,10,25
DAL,98,94,11,25
DAL,128,120,12,25
DAL,116,113,13,25
DAL,122,125,13,26
DAL,124,127,13,27
DAL,96,100,13,28
DAL,114,99,14,28
DAL,115,111,15,28
DAL,101,107,15,29
DAL,102,105,15,30
DAL,108,117,15,31
DAL,98,75,16,31
DAL,97,104,16,32
DAL,93,107,16,33
DAL,89,91,16,34
DAL,88,95,16,35
DAL,88,102,16,36
DAL,106,99,17,36
DAL,101,104,17,37
DAL,103,121,17,38
DAL,130,123,18,38
DAL,97,104,18,39
DAL,109,114,18,40
DAL,102,124,18,41
DAL,90,97,18,42
DAL,109,103,19,42
DAL,110,111,19,43
DAL,100,108,19,44
DAL,109,126,19,45
DAL,118,107,20,45
DAL,114,80,21,45
DAL,82,105,21,46
DAL,110,97,22,46
DAL,115,122,22,47
DAL,106,114,22,48
DAL,105,115,22,49
DAL,112,119,22,50
DAL,98,102,22,51
DAL,103,97,23,51
DAL,93,103,23,52
DAL,92,93,23,53
DAL,87,98,23,54
DAL,115,109,24,54
DAL,100,105,24,55
DAL,106,113,24,56
DAL,97,109,24,57
DAL,97,124,24,58
DEN,96,106,0,1
DEN,96,79,1,1
DEN,104,109,1,2
DEN,93,110,1,3
DEN,105,100,2,3
DEN,124,111,3,3
DEN,110,116,3,4
DEN,129,111,4,4
DEN,95,94,5,4
DEN,108,127,5,5
DEN,112,104,6,5
DEN,102,94,7,5
DEN,125,107,8,5
DEN,82,99,8,6
DEN,146,114,9,6
DEN,109,127,9,7
DEN,114,98,10,7
DEN,95,125,10,8
DEN,104,92,11,8
DEN,77,106,11,9
DEN,111,110,12,9
DEN,115,100,13,9
DEN,105,122,13,10
DEN,114,123,13,11
DEN,103,89,14,11
DEN,116,126,14,12
DEN,103,84,15,12
DEN,118,124,15,13
DEN,117,111,16,13
DEN,94,95,16,14
DEN,104,112,16,15
DEN,102,85,17,15
DEN,96,81,18,15
DEN,107,83,19,15
DEN,125,128,19,16
DEN,102,107,19,17
DEN,134,111,20,17
DEN,99,91,21,17
DEN,98,106,21,18
DEN,114,124,21,19
DEN,97,110,21,20
DEN,87,78,22,20
DEN,80,112,22,21
DEN,105,102,23,21
DEN,104,109,23,22
DEN,100,108,23,23
DEN,104,101,24,23
DEN,130,118,25,23
DEN,91,89,26,23
DEN,110,111,26,24
DEN,104,106,26,25
DEN,127,124,27,25
DEN,115,108,28,25
DEN,121,104,29,25
DEN,104,130,29,26
DEN,123,113,30,26
DEN,117,109,31,26
DEN,134,123,32,26
DEN,122,119,33,26
DEN,114,119,33,27
DEN,120,122,33,28
DEN,108,102,34,28
DEN,126,117,35,28
DEN,107,118,35,29
DEN,108,113,35,30
DEN,125,116,36,30
DEN,130,104,37,30
DEN,103,112,37,31
DEN,120,113,38,31
DEN,94,101,38,32
DEN,141,149,38,33
DEN,135,102,39,33
DEN,108,100,40,33
DEN,104,123,40,34
DEN,110,114,40,35
DEN,126,125,41,35
DEN,128,125,42,35
DEN,107,104,43,35
DEN,100,96,44,35
DEN,134,115,45,35
DEN,88,82,46,35
DEN,106,112,46,36
DET,102,90,1,0
DET,111,115,1,1
DET,111,107,2,1
DET,86,97,2,2
DET,122,101,3,2
DET,95,87,4,2
DET,115,107,5,2
DET,93,113,5,3
DET,105,96,6,3
DET,108,99,7,3
DET,114,97,8,3
DET,111,104,9,3
DET,112,103,10,3
DET,95,99,10,4
DET,100,107,10,5
DET,100,97,11,5
DET,88,116,11,6
DET,99,98,12,6
DET,118,108,13,6
DET,131,107,14,6
DET,91,109,14,7
DET,103,108,14,8
DET,93,96,14,9
DET,100,104,14,10
DET,98,102,14,11
DET,81,91,14,12
DET,84,103,14,13
DET,105,91,15,13
DET,104,98,16,13
DET,114,110,17,13
DET,93,110,17,14
DET,104,101,18,14
DET,107,83,19,14
DET,89,102,19,15
DET,93,79,20,15
DET,104,111,20,16
DET,78,114,20,17
DET,108,101,21,17
DET,109,112,21,18
DET,114,80,22,18
DET,105,107,22,19
DET,107,118,22,20
DET,91,96,22,21
DET,112,122,22,22
DET,100,101,22,23
DET,95,98,22,24
DET,108,121,22,25
DET,104,121,22,26
DET,125,114,23,26
DET,104,102,24,26
DET,111,107,25,26
DET,111,91,26,26
DET,115,106,27,26
DET,95,108,27,27
DET,115,118,27,28
DET,103,118,27,29
DET,104,98,28,29
DET,98,110,28,30
DET,98,114,28,31
DET,94,123,28,32
DET,110,87,29,32
DET,106,115,29,33
DET,96,105,29,34
DET,90,112,29,35
DET,119,121,29,36
DET,99,83,30,36
DET,79,110,30,37
DET,113,120,30,38
DET,87,100,30,39
DET,106,90,31,39
DET,115,88,32,39
DET,96,100,32,40
DET,117,95,33,40
DET,112,106,34,40
DET,103,92,35,40
DET,115,109,36,40
DET,108,96,37,40
DET,108,115,37,41
DET,113,106,38,41
DET,117,130,38,42
DET,98,108,38,43
DET,119,87,39,43
GSW,121,122,0,1
GSW,128,120,1,1
GSW,101,111,1,2
GSW,133,103,2,2
GSW,117,112,3,2
GSW,120,117,4,2
GSW,107,115,4,3
GSW,141,113,5,3
GSW,112,92,6,3
GSW,127,108,7,3
GSW,97,80,8,3
GSW,125,101,9,3
GSW,135,114,10,3
GSW,110,100,11,3
GSW,88,92,11,4
GSW,124,116,12,4
GSW,118,111,13,4
GSW,91,108,13,5
GSW,143,94,14,5
GSW,110,95,15,5
GSW,106,110,15,6
GSW,127,123,16,6
GSW,133,112,17,6
GSW,123,95,18,6
GSW,125,115,19,6
GSW,101,87,20,6
GSW,102,98,21,6
GSW,111,104,22,6
GSW,112,97,23,6
GSW,116,114,24,6
GSW,97,84,25,6
GSW,113,106,26,6
GSW,81,96,26,7
GSW,99,92,27,7
GSW,126,101,28,7
GSW,100,111,28,8
GSW,141,128,29,8
GSW,125,122,30,8
GSW,124,114,31,8
GSW,121,105,32,8
GSW,124,114,33,8
GSW,106,125,33,9
GSW,108,94,34,9
GSW,127,125,35,9
GSW,118,108,36,9
GSW,119,112,37,9
GSW,108,116,37,10
GSW,123,112,38,10
GSW,126,113,39,10
GSW,109,105,40,10
GSW,99,129,40,11
GSW,119,104,41,11
GSW,108,115,41,12
GSW,105,125,41,13
GSW,121,103,42,13
GSW,122,105,43,13
GSW,129,83,44,13
GSW,117,123,44,14
GSW,134,127,45,14
GSW,112,80,46,14
GSW,125,111,47,14
GSW,109,101,48,14
GSW,114,109,49,14
GSW,114,101,50,14
GSW,110,107,51,14
GSW,108,125,51,15
GSW,103,109,51,16
GSW,117,106,52,16
GSW,93,98,52,17
GSW,124,109,53,17
GSW,75,89,53,18
GSW,106,94,54,18
GSW,91,110,54,19
GSW,81,92,54,20
GSW,107,116,54,21
GSW,112,96,55,21
GSW,117,107,56,21
GSW,111,107,57,21
GSW,106,126,57,22
GSW,120,126,57,23
GSW,117,100,58,23
GSW,79,119,58,24
GSW,113,92,1,0
GSW,116,101,2,0
GSW,110,97,3,0
GSW,90,103,3,1
GSW,99,91,4,1
GSW,123,101,5,1
GSW,121,116,6,1
GSW,100,119,6,2
GSW,118,92,7,2
GSW,113,104,8,2
GSW,119,106,9,2
GSW,105,127,9,3
GSW,126,85,10,3
GSW,92,95,10,4
GSW,94,98,10,5
GSW,115,86,11,5
GSW,101,92,12,5
GSW,124,114,13,5
GSW,122,103,14,5
GSW,110,102,15,5
GSW,108,85,16,5
HOU,122,121,1,0
HOU,105,100,2,0
HOU,107,91,3,0
HOU,90,98,3,1
HOU,105,104,4,1
HOU,109,93,5,1
HOU,89,103,5,2
HOU,107,115,5,3
HOU,119,97,6,3
HOU,119,104,7,3
HOU,137,110,8,3
HOU,117,113,9,3
HOU,111,96,10,3
HOU,118,95,11,3
HOU,113,129,11,4
HOU,142,116,12,4
HOU,105,83,13,4
HOU,125,95,14,4
HOU,117,102,15,4
HOU,117,103,16,4
HOU,118,97,17,4
HOU,118,95,18,4
HOU,112,101,19,4
HOU,124,117,20,4
HOU,130,123,21,4
HOU,108,96,22,4
HOU,124,109,23,4
HOU,115,111,24,4
HOU,120,99,25,4
HOU,116,122,25,5
HOU,118,128,25,6
HOU,107,112,25,7
HOU,98,99,25,8
HOU,103,121,25,9
HOU,148,142,26,9
HOU,116,98,27,9
HOU,114,124,27,10
HOU,101,108,27,11
HOU,116,107,28,11
HOU,121,112,29,11
HOU,112,95,30,11
HOU,102,113,30,12
HOU,116,98,31,12
HOU,116,108,32,12
HOU,99,90,33,12
HOU,104,97,34,12
HOU,113,115,34,13
HOU,113,102,35,13
HOU,114,107,36,13
HOU,102,91,37,13
HOU,120,88,38,13
HOU,123,113,39,13
HOU,109,101,40,13
HOU,130,104,41,13
HOU,104,97,42,13
HOU,126,108,43,13
HOU,100,91,44,13
HOU,120,102,45,13
HOU,119,114,46,13
HOU,96,85,47,13
HOU,105,92,48,13
HOU,123,120,49,13
HOU,122,112,50,13
HOU,110,99,51,13
HOU,105,108,51,14
HOU,105,82,52,14
HOU,109,93,53,14
HOU,101,96,54,14
HOU,107,101,55,14
HOU,129,120,56,14
HOU,115,111,57,14
HOU,100,96,58,14
HOU,114,91,59,14
HOU,118,99,60,14
HOU,118,86,61,14
HOU,104,103,62,14
HOU,83,100,62,15
HOU,120,104,63,15
HOU,96,94,64,15
HOU,102,108,64,16
HOU,105,99,65,16
HOU,83,96,65,17
HOU,104,101,1,0
HOU,102,82,2,0
HOU,105,121,2,1
HOU,119,100,3,1
HOU,122,104,4,1
HOU,110,96,5,1
HOU,108,116,5,2
HOU,113,92,6,2
HOU,100,87,7,2
HOU,112,102,8,2
HOU,106,119,8,3
HOU,127,105,9,3
HOU,85,126,9,4
HOU,95,92,10,4
HOU,98,94,11,4
HOU,86,115,11,5
HOU,92,101,11,6
IND,140,131,1,0
IND,96,114,1,1
IND,108,112,1,2
IND,130,107,2,2
IND,96,114,2,3
IND,97,94,3,3
IND,101,83,4,3
IND,124,107,5,3
IND,110,121,5,4
IND,101,108,5,5
IND,112,117,5,6
IND,97,114,5,7
IND,105,87,6,7
IND,95,118,6,8
IND,116,113,7,8
IND,107,100,8,8
IND,120,95,9,8
IND,105,97,10,8
IND,107,104,11,8
IND,98,108,11,9
IND,121,109,12,9
IND,97,118,12,10
IND,115,120,12,11
IND,115,97,13,11
IND,98,96,14,11
IND,106,102,15,11
IND,126,116,16,11
IND,95,100,16,12
IND,98,104,16,13
IND,109,97,17,13
IND,111,112,17,14
IND,105,95,18,14
IND,123,119,19,14
IND,83,107,19,15
IND,94,98,19,16
IND,107,119,19,17
IND,90,107,19,18
IND,101,122,19,19
IND,125,86,20,19
IND,109,96,21,19
IND,106,114,21,20
IND,97,95,22,20
IND,120,97,23,20
IND,109,94,24,20
IND,86,100,24,21
IND,86,99,24,22
IND,94,86,25,22
IND,116,101,26,22
IND,108,115,26,23
IND,114,112,27,23
IND,105,96,28,23
IND,105,101,29,23
IND,126,133,29,24
IND,100,92,30,24
IND,102,111,30,25
IND,97,91,31,25
IND,121,113,32,25
IND,108,103,33,25
IND,116,93,34,25
IND,103,109,34,26
IND,102,107,34,27
IND,103,96,35,27
IND,98,95,36,27
IND,92,89,37,27
IND,84,104,37,28
IND,112,87,38,28
IND,99,97,39,28
IND,101,98,40,28
IND,99,106,40,29
IND,102,109,40,30
IND,110,100,41,30
IND,92,96,41,31
IND,109,104,42,31
IND,113,107,43,31
IND,92,81,44,31
IND,106,103,45,31
IND,111,104,46,31
IND,104,107,46,32
IND,126,106,47,32
IND,73,92,47,33
IND,123,117,48,33
IND,93,119,48,34
IND,98,80,1,0
IND,97,100,1,1
IND,92,90,2,1
IND,100,104,2,2
IND,95,98,2,3
IND,121,87,3,3
IND,101,105,3,4
LAC,108,92,1,0
LAC,130,88,2,0
LAC,102,84,3,0
LAC,104,103,4,0
LAC,87,95,4,1
LAC,113,141,4,2
LAC,119,98,5,2
LAC,104,113,5,3
LAC,101,104,5,4
LAC,107,120,5,5
LAC,111,120,5,6
LAC,103,111,5,7
LAC,105,109,5,8
LAC,113,118,5,9
LAC,87,102,5,10
LAC,85,107,5,11
LAC,116,103,6,11
LAC,97,95,7,11
LAC,120,115,8,11
LAC,107,126,8,12
LAC,82,108,8,13
LAC,106,112,8,14
LAC,107,113,8,15
LAC,113,112,9,15
LAC,96,91,10,15
LAC,106,95,11,15
LAC,91,100,11,16
LAC,85,90,11,17
LAC,91,109,11,18
LAC,108,95,12,18
LAC,128,118,13,18
LAC,112,115,13,19
LAC,122,95,14,19
LAC,121,106,15,19
LAC,106,98,16,19
LAC,113,105,17,19
LAC,117,127,17,20
LAC,105,121,17,21
LAC,108,107,18,21
LAC,125,106,19,21
LAC,121,115,20,21
LAC,126,105,21,21
LAC,113,102,22,21
LAC,109,104,23,21
LAC,113,125,23,22
LAC,118,126,23,23
LAC,102,113,23,24
LAC,109,100,24,24
LAC,112,103,25,24
LAC,96,104,25,25
LAC,113,103,26,25
LAC,104,101,27,25
LAC,108,95,28,25
LAC,98,112,28,26
LAC,114,101,29,26
LAC,129,119,30,26
LAC,127,134,30,27
LAC,128,117,31,27
LAC,122,120,32,27
LAC,92,105,32,28
LAC,128,105,33,28
LAC,123,120,34,28
LAC,116,121,34,29
LAC,116,102,35,29
LAC,113,105,36,29
LAC,112,106,37,29
LAC,96,101,37,30
LAC,113,121,37,31
LAC,109,122,37,32
LAC,109,123,37,33
LAC,127,120,38,33
LAC,104,109,38,34
LAC,117,106,39,34
LAC,105,98,40,34
LAC,111,99,41,34
LAC,96,105,41,35
LAC,104,111,41,36
LAC,113,110,42,36
LAC,95,117,42,37
LAC,115,134,42,38
LAC,100,113,42,39
LAC,100,115,42,40
LAL,92,108,0,1
LAL,132,130,1,1
LAL,112,119,1,2
LAL,102,99,2,2
LAL,92,101,2,3
LAL,81,96,2,4
LAL,113,93,3,4
LAL,110,113,3,5
LAL,124,112,4,5
LAL,107,102,5,5
LAL,96,107,5,6
LAL,95,111,5,7
LAL,90,98,5,8
LAL,100,93,6,8
LAL,109,115,6,9
LAL,113,122,6,10
LAL,127,109,7,10
LAL,103,94,8,10
LAL,102,113,8,11
LAL,115,120,8,12
LAL,123,127,8,13
LAL,100,115,8,14
LAL,95,118,8,15
LAL,107,104,9,15
LAL,110,99,10,15
