abbr,pts,opp_pts,wins,losses
CHO,109,106,14,23
CHO,123,120,15,23
CHO,104,115,15,24
CHO,110,112,15,25
CHO,92,109,15,26
CHO,92,100,15,27
CHO,112,115,15,28
CHO,86,100,15,29
CHO,83,106,15,30
CHO,103,116,15,31
CHO,97,92,16,31
CHO,107,121,16,32
CHO,90,114,16,33
CHO,100,112,16,34
CHO,110,125,16,35
CHO,100,116,16,36
CHO,87,76,17,36
CHO,115,108,18,36
CHO,103,93,19,36
CHO,86,115,19,37
CHO,80,119,19,38
CHO,107,101,20,38
CHO,99,96,21,38
CHO,85,93,21,39
CHO,103,104,21,40
CHO,112,114,21,41
CHO,108,99,22,41
CHO,138,143,22,42
CHO,109,98,23,42
CLE,85,94,0,1
CLE,110,99,1,1
CLE,112,129,1,2
CLE,117,111,2,2
CLE,95,102,2,3
CLE,111,131,2,4
CLE,113,119,2,5
CLE,113,100,3,5
CLE,108,87,4,5
CLE,97,98,4,6
CLE,97,108,4,7
CLE,95,114,4,8
CLE,105,123,4,9
CLE,100,124,4,10
CLE,101,143,4,11
CLE,110,104,5,11
CLE,106,108,5,12
CLE,104,116,5,13
CLE,110,119,5,14
CLE,94,127,5,15
CLE,87,93,5,16
CLE,94,141,5,17
CLE,88,110,5,18
CLE,110,116,5,19
CLE,117,109,6,19
CLE,108,125,6,20
CLE,113,133,6,21
CLE,100,98,7,21
CLE,114,107,8,21
CLE,121,118,9,21
CLE,117,129,9,22
CLE,94,88,10,22
CLE,97,117,10,23
CLE,106,109,10,24
CLE,106,121,10,25
CLE,103,118,10,26
CLE,113,115,10,27
CLE,115,112,11,27
CLE,111,103,12,27
CLE,99,128,12,28
CLE,103,128,12,29
CLE,109,113,12,30
CLE,116,118,12,31
CLE,86,106,12,32
CLE,112,124,12,33
CLE,106,118,12,34
CLE,115,100,13,34
CLE,111,125,13,35
CLE,109,115,13,36
CLE,112,131,13,37
CLE,134,139,13,38
CLE,103,109,13,39
CLE,92,133,13,40
CLE,127,105,14,40
CLE,113,108,15,40
CLE,105,124,15,41
CLE,125,119,16,41
CLE,108,94,17,41
CLE,104,116,17,42
CLE,104,113,17,43
CLE,113,126,17,44
CLE,106,112,17,45
CLE,104,102,18,45
CLE,132,129,19,45
CLE,103,108,19,46
DAL,108,100,1,0
DAL,123,116,2,0
DAL,119,121,2,1
DAL,109,106,3,1
DAL,110,119,3,2
DAL,131,111,4,2
DAL,107,106,5,2
DAL,102,106,5,3
DAL,138,122,6,3
DAL,106,116,6,4
DAL,103,106,6,5
DAL,110,102,7,5
DAL,117,110,8,5
DAL,142,94,9,5
DAL,143,101,10,5
DAL,137,123,11,5
DAL,99,114,11,6
DAL,120,113,12,6
DAL,114,100,13,6
DAL,118,97,14,6
DAL,121,114,15,6
DAL,130,84,16,6
DAL,106,110,16,7
DAL,122,111,17,7
DAL,118,122,17,8
DAL,120,116,18,8
DAL,103,109,18,9
DAL,117,98,19,9
DAL,107,110,19,10
DAL,102,98,20,10
DAL,141,121,21,10
DAL,95,108,21,11
DAL,101,106,21,12
DAL,123,111,22,12
DAL,120,123,22,13
DAL,118,110,23,13
DAL,106,107,23,14
DAL,114,129,23,15
DAL,109,91,24,15
DAL,124,97,25,15
DAL,127,123,26,15
DAL,120,112,27,15
DAL,107,110,27,16
DAL,133,125,28,16
DAL,107,112,28,17
DAL,107,97,29,17
DAL,104,133,29,18
DAL,121,128,29,19
DAL,123,100,30,19
DAL,112,103,31,19
DAL,107,121,31,20
DAL,118,119,31,21
DAL,116,100,32,21
DAL,119,123,32,22
DAL,130,111,33,22
DAL,122,106,34,22
DAL,107,111,34,23
DAL,139,123,35,23
DAL,109,103,36,23
DAL,118,126,36,24
DAL,111,91,37,24
DAL,107,109,37,25
DAL,127,123,38,25
DAL,121,96,39,25
DAL,109,112,39,26
DAL,109,119,39,27
DAL,113,97,40,27
DAL,149,153,40,28
DAL,115,117,40,29
DAL,114,110,41,29
DAL,111,126,41,30
DAL,136,132,42,30
DAL,122,114,43,30
DAL,131,134,43,31
DAL,102,128,43,32
DAL,110,118,0,1
DAL,127,114,1,1
DAL,122,130,1,2
DAL,135,133,2,2
DAL,111,154,2,3
DAL,97,111,2,4
DEN,108,100,1,0
DEN,108,107,2,0
DEN,101,94,3,0
DEN,106,109,3,1
DEN,107,122,3,2
DEN,91,87,4,2
DEN,109,89,5,2
DEN,100,97,6,2
DEN,100,98,7,2
DEN,121,125,7,3
DEN,101,93,8,3
DEN,131,114,9,3
DEN,105,95,10,3
DEN,96,92,11,3
DEN,116,104,12,3
DEN,117,104,13,3
DEN,97,100,13,4
DEN,96,105,13,5
DEN,129,92,14,5
DEN,95,108,14,6
DEN,102,105,14,7
DEN,92,97,14,8
DEN,114,99,15,8
DEN,110,102,16,8
DEN,111,105,17,8
DEN,113,104,18,8
DEN,109,100,19,8
DEN,128,104,20,8
DEN,113,111,21,8
DEN,100,112,21,9
DEN,119,110,22,9
DEN,120,115,23,9
DEN,104,130,23,10
DEN,124,116,24,10
DEN,114,128,24,11
DEN,123,115,25,11
DEN,107,106,26,11
DEN,103,111,26,12
DEN,114,104,27,12
DEN,100,86,28,12
DEN,134,131,29,12
DEN,107,115,29,13
DEN,107,100,30,13
DEN,105,121,30,14
DEN,113,106,31,14
DEN,117,110,32,14
DEN,96,104,32,15
DEN,106,100,33,15
DEN,127,115,34,15
DEN,123,128,34,16
DEN,127,99,35,16
DEN,98,95,36,16
DEN,117,108,37,16
DEN,127,120,38,16
DEN,116,120,38,17
DEN,101,113,38,18
DEN,128,116,39,18
DEN,115,98,40,18
DEN,103,132,40,19
DEN,133,118,41,19
DEN,100,116,41,20
DEN,114,112,42,20
DEN,102,104,42,21
DEN,109,95,43,21
DEN,97,113,43,22
DEN,105,125,43,23
DEN,121,113,44,23
DEN,132,126,45,23
DEN,115,125,45,24
DEN,134,132,46,24
DEN,121,124,46,25
DEN,111,124,46,26
DEN,109,117,46,27
DEN,135,125,1,0
DEN,105,124,1,1
DEN,87,124,1,2
DEN,127,129,1,3
DEN,117,107,2,3
DEN,119,107,3,3
DEN,80,78,4,3
DEN,97,120,4,4
DEN,110,101,5,4
DEN,107,113,5,5
DEN,85,96,5,6
DEN,111,105,6,6
DEN,111,98,7,6
DEN,104,89,8,6
DEN,114,126,8,7
DEN,103,105,8,8
DEN,114,106,9,8
DEN,108,114,9,9
DEN,107,117,9,10
DET,119,110,1,0
DET,100,117,1,1
DET,111,117,1,2
DET,96,94,2,2
DET,113,125,2,3
DET,106,112,2,4
DET,113,109,3,4
DET,99,115,3,5
DET,122,102,4,5
DET,106,112,4,6
DET,114,120,4,7
DET,108,117,4,8
DET,106,109,4,9
DET,89,109,4,10
DET,128,103,5,10
DET,90,104,5,11
DET,103,88,6,11
DET,101,102,6,12
DET,107,110,6,13
DET,132,98,7,13
DET,127,94,8,13
DET,103,127,8,14
DET,108,101,9,14
DET,105,103,10,14
DET,111,122,10,15
DET,115,107,11,15
DET,119,133,11,16
DET,99,112,11,17
DET,93,114,11,18
DET,107,119,11,19
DET,109,125,11,20
DET,132,102,12,20
DET,109,136,12,21
DET,81,104,12,22
DET,112,126,12,23
DET,111,104,13,23
DET,99,106,13,24
DET,115,113,14,24
DET,112,115,14,25
DET,99,108,14,26
DET,110,117,14,27
DET,116,103,15,27
DET,136,103,16,27
DET,100,106,16,28
DET,127,106,17,28
DET,112,125,17,29
DET,111,121,17,30
DET,100,115,17,31
DET,115,125,17,32
DET,92,105,17,33
DET,128,123,18,33
DET,82,96,18,34
DET,116,108,19,34
DET,101,108,19,35
DET,92,95,19,36
DET,76,87,19,37
DET,112,116,19,38
DET,106,126,19,39
DET,104,107,19,40
DET,98,115,19,41
DET,113,111,20,41
DET,100,106,20,42
DET,107,114,20,43
DET,105,111,20,44
DET,84,96,20,45
DET,106,124,20,46
GSW,122,141,0,1
GSW,92,120,0,2
GSW,134,123,1,2
GSW,110,121,1,3
GSW,110,127,1,4
GSW,87,93,1,5
GSW,127,118,2,5
GSW,112,129,2,6
GSW,119,125,2,7
GSW,108,114,2,8
GSW,108,122,2,9
GSW,94,120,2,10
GSW,100,105,2,11
GSW,100,108,2,12
GSW,114,95,3,12
GSW,94,142,3,13
GSW,109,113,3,14
GSW,97,100,3,15
GSW,104,90,4,15
GSW,105,122,4,16
GSW,96,100,4,17
GSW,79,104,4,18
GSW,91,106,4,19
GSW,100,98,5,19
GSW,102,110,5,20
GSW,122,124,5,21
GSW,106,114,5,22
GSW,79,100,5,23
GSW,112,122,5,24
GSW,106,102,6,24
GSW,113,104,7,24
GSW,116,104,8,24
GSW,105,96,9,24
GSW,121,141,9,25
GSW,113,117,9,26
GSW,84,99,9,27
GSW,104,111,9,28
GSW,98,111,9,29
GSW,98,107,9,30
GSW,100,109,9,31
GSW,102,122,9,32
GSW,97,124,9,33
GSW,131,134,9,34
GSW,109,95,10,34
GSW,124,129,10,35
GSW,96,129,10,36
GSW,118,129,10,37
GSW,104,115,10,38
GSW,104,119,10,39
GSW,131,112,11,39
GSW,125,117,12,39
GSW,88,129,12,40
GSW,120,125,12,41
GSW,101,113,12,42
GSW,106,112,12,43
GSW,105,135,12,44
GSW,101,115,12,45
GSW,94,112,12,46
GSW,86,116,12,47
GSW,115,99,13,47
GSW,110,124,13,48
GSW,116,100,14,48
GSW,113,121,14,49
GSW,118,114,15,49
GSW,107,131,15,50
HOU,111,117,0,1
HOU,126,123,1,1
HOU,116,112,2,1
HOU,159,158,3,1
HOU,116,123,3,2
HOU,100,129,3,3
HOU,107,100,4,3
HOU,129,112,5,3
HOU,117,94,6,3
HOU,122,116,7,3
HOU,102,93,8,3
HOU,111,102,9,3
HOU,125,105,10,3
HOU,132,108,11,3
HOU,95,105,11,4
HOU,119,122,11,5
HOU,123,137,11,6
HOU,117,108,12,6
HOU,158,111,13,6
HOU,133,135,13,7
HOU,119,109,14,7
HOU,115,109,15,7
HOU,118,119,15,8
HOU,116,110,16,8
HOU,130,107,17,8
HOU,107,115,17,9
HOU,109,107,18,9
HOU,122,117,19,9
HOU,139,125,20,9
HOU,113,104,21,9
HOU,104,116,21,10
HOU,108,98,22,10
HOU,112,127,22,11
HOU,130,104,23,11
HOU,118,108,24,11
HOU,122,115,25,11
HOU,92,113,25,12
HOU,139,109,26,12
HOU,110,121,26,13
HOU,107,117,26,14
HOU,115,124,26,15
HOU,107,112,26,16
HOU,121,105,27,16
HOU,131,124,28,16
HOU,110,117,28,17
HOU,126,117,29,17
HOU,112,125,29,18
HOU,128,121,30,18
HOU,117,109,31,18
HOU,125,110,32,18
HOU,121,111,33,18
HOU,91,127,33,19
HOU,113,114,33,20
HOU,116,105,34,20
HOU,135,105,35,20
HOU,120,110,36,20
HOU,123,112,37,20
HOU,140,112,38,20
HOU,111,110,39,20
HOU,123,125,39,21
HOU,105,120,39,22
HOU,99,108,39,23
HOU,106,126,39,24
HOU,117,111,40,24
HOU,153,149,41,24
HOU,120,116,42,24
HOU,102,110,42,25
HOU,113,97,43,25
HOU,129,112,44,25
HOU,105,123,44,26
HOU,104,108,44,27
HOU,96,134,44,28
HOU,123,108,1,0
HOU,111,98,2,0
HOU,107,119,2,1
HOU,114,117,2,2
HOU,114,80,3,2
HOU,100,104,3,3
HOU,104,102,4,3
HOU,112,97,5,3
HOU,109,117,5,4
HOU,102,112,5,5
HOU,100,110,5,6
HOU,96,119,5,7
IND,110,119,0,1
IND,99,110,0,2
IND,94,96,0,3
IND,118,108,1,3
IND,102,95,2,3
IND,108,95,3,3
IND,120,122,3,4
IND,121,106,4,4
IND,112,106,5,4
IND,109,102,6,4
IND,111,85,7,4
IND,102,111,7,5
IND,83,102,7,6
IND,115,86,8,6
IND,111,106,9,6
IND,126,114,10,6
IND,121,102,11,6
IND,105,104,12,6
IND,116,119,12,7
IND,117,104,13,7
IND,107,100,14,7
IND,101,108,14,8
IND,104,103,15,8
IND,99,110,15,9
IND,122,117,16,9
IND,110,100,17,9
IND,107,85,18,9
IND,105,102,19,9
IND,119,105,20,9
IND,89,117,20,10
IND,120,115,21,10
IND,112,113,21,11
IND,98,120,21,12
IND,115,97,22,12
IND,116,124,22,13
IND,111,116,22,14
IND,115,104,23,14
IND,108,122,23,15
IND,116,105,24,15
IND,101,95,25,15
IND,104,99,26,15
IND,116,114,27,15
IND,115,107,28,15
IND,88,118,28,16
IND,112,87,29,16
IND,129,118,30,16
IND,129,139,30,17
IND,115,106,31,17
IND,85,92,31,18
IND,103,112,31,19
IND,118,119,31,20
IND,106,115,31,21
IND,117,124,31,22
IND,105,106,31,23
IND,118,111,32,23
IND,106,98,33,23
IND,81,127,33,24
IND,119,80,34,24
IND,106,100,35,24
IND,113,104,36,24
IND,116,111,37,24
IND,100,119,37,25
IND,108,102,38,25
IND,112,109,39,25
IND,111,114,39,26
IND,127,121,40,26
IND,111,100,41,26
IND,120,109,42,26
IND,99,114,42,27
IND,116,111,43,27
IND,92,114,43,28
IND,108,104,44,28
IND,109,92,45,28
IND,101,113,0,1
IND,100,109,0,2
IND,115,124,0,3
IND,87,99,0,4
LAC,112,102,1,0
LAC,141,122,2,0
LAC,122,130,2,1
LAC,111,96,3,1
LAC,96,110,3,2
LAC,103,97,4,2
LAC,105,94,5,2
LAC,124,129,5,3
LAC,107,101,6,3
LAC,98,88,7,3
LAC,93,102,7,4
LAC,127,132,7,5
LAC,150,101,8,5
LAC,90,88,9,5
LAC,107,104,10,5
LAC,122,119,11,5
LAC,134,109,12,5
LAC,114,99,13,5
LAC,121,119,14,5
LAC,97,107,14,6
LAC,150,125,15,6
LAC,117,97,16,6
LAC,91,119,16,7
LAC,135,119,17,7
LAC,110,99,18,7
LAC,112,92,19,7
LAC,124,117,20,7
LAC,106,109,20,8
LAC,120,99,21,8
LAC,117,122,21,9
LAC,134,109,22,9
LAC,112,118,22,10
LAC,111,106,23,10
LAC,107,120,23,11
LAC,105,87,24,11
LAC,126,112,25,11
LAC,114,140,25,12
LAC,135,132,26,12
LAC,109,100,27,12
LAC,104,114,27,13
LAC,128,103,28,13
LAC,122,95,29,13
LAC,133,130,30,13
LAC,110,107,31,13
LAC,95,102,31,14
LAC,122,117,32,14
LAC,112,97,33,14
LAC,103,124,33,15
LAC,118,106,34,15
LAC,108,105,35,15
LAC,128,111,36,15
LAC,115,142,36,16
LAC,133,92,37,16
LAC,103,110,37,17
LAC,133,141,37,18
LAC,103,112,37,19
LAC,124,97,38,19
LAC,102,92,39,19
LAC,132,103,40,19
LAC,136,130,41,19
LAC,109,94,42,19
LAC,120,105,43,19
LAC,103,112,43,20
LAC,131,107,44,20
LAC,101,103,44,21
LAC,126,103,45,21
LAC,115,117,45,22
LAC,126,111,46,22
LAC,122,117,47,22
LAC,120,129,47,23
LAC,124,111,48,23
LAC,107,103,49,23
LAC,118,110,1,0
LAC,114,127,1,1
LAC,130,122,2,1
LAC,133,135,2,2
LAC,154,111,3,2
LAC,111,97,4,2
LAC,120,97,5,2
LAC,101,110,5,3
LAC,113,107,6,3
LAC,96,85,7,3
LAC,105,111,7,4
LAC,98,111,7,5
LAC,89,104,7,6
LAL,102,112,0,1
LAL,95,86,1,1
LAL,120,101,2,1
LAL,120,91,3,1
LAL,119,110,4,1
LAL,103,96,5,1
LAL,118,112,6,1
LAL,95,80,7,1
LAL,104,113,7,2
LAL,123,115,8,2
LAL,120,94,9,2
LAL,99,97,10,2
LAL,122,101,11,2
LAL,112,107,12,2
LAL,130,127,13,2
LAL,109,108,14,2
LAL,114,104,15,2
LAL,114,110,16,2
LAL,125,103,17,2
LAL,100,114,17,3
LAL,105,96,18,3
LAL,121,96,19,3
LAL,136,113,20,3
LAL,142,125,21,3
LAL,96,87,22,3
LAL,113,110,23,3
LAL,101,96,24,3
LAL,102,105,24,4
LAL,104,111,24,5
LAL,104,128,24,6
LAL,106,111,24,7
LAL,128,120,25,7
LAL,108,95,26,7
LAL,117,107,27,7
LAL,123,113,28,7
LAL,106,99,29,7
LAL,117,87,30,7
LAL,129,114,31,7
LAL,125,110,32,7
LAL,128,99,33,7
LAL,118,119,33,8
LAL,124,115,34,8
LAL,107,139,34,9
LAL,100,92,35,9
LAL,128,113,36,9
LAL,91,108,36,10
LAL,119,127,36,11
LAL,129,113,37,11
LAL,129,102,38,11
LAL,111,121,38,12
LAL,125,120,39,12
LAL,125,100,40,12
LAL,120,116,41,12
LAL,117,105,42,12
LAL,114,112,43,12
LAL,118,109,44,12
LAL,116,86,45,12
LAL,88,105,45,13
LAL,122,114,46,13
LAL,120,107,47,13
LAL,113,103,48,13
LAL,112,103,49,13
LAL,102,104,49,14
LAL,103,101,50,14
LAL,92,107,50,15
LAL,116,108,51,15
LAL,86,105,51,16
LAL,97,113,51,17
LAL,111,116,51,18
LAL,124,121,52,18
LAL,122,136,52,19
LAL,93,100,0,1
LAL,111,88,1,1
LAL,116,108,2,1
LAL,135,115,3,1
LAL,131,122,4,1
LAL,97,112,4,2
LAL,117,109,5,2
LAL,112,102,6,2
LAL,110,100,7,2
LAL,119,96,8,2
LAL,126,114,9,2
LAL,105,103,10,2
LAL,106,114,10,3
LAL,114,108,11,3
LAL,117,107,12,3
LAL,116,98,13,3
LAL,124,114,14,3
LAL,104,115,14,4
LAL,102,96,15,4
LAL,108,111,15,5
LAL,106,93,16,5
MEM,101,120,0,1
MEM,102,110,0,2
MEM,134,133,1,2
MEM,91,120,1,3
MEM,105,114,1,4
MEM,100,107,1,5
MEM,137,121,2,5
MEM,86,118,2,6
MEM,122,138,2,7
MEM,113,109,3,7
MEM,119,117,4,7
MEM,107,106,5,7
MEM,114,131,5,8
MEM,95,114,5,9
MEM,108,109,5,10
MEM,114,126,5,11
MEM,119,121,5,12
MEM,94,103,5,13
MEM,115,107,6,13
MEM,104,117,6,14
MEM,99,106,6,15
MEM,112,126,6,16
MEM,110,102,7,16
MEM,115,108,8,16
MEM,114,127,8,17
MEM,128,111,9,17
MEM,118,111,10,17
MEM,122,126,10,18
MEM,107,114,10,19
MEM,119,115,11,19
MEM,115,145,11,20
MEM,110,97,12,20
MEM,110,119,12,21
MEM,117,104,13,21
MEM,123,128,13,22
MEM,140,114,14,22
MEM,121,114,15,22
MEM,119,112,16,22
MEM,134,121,17,22
MEM,122,102,18,22
MEM,121,110,19,22
MEM,113,109,20,22
MEM,116,126,20,23
MEM,95,119,20,24
MEM,125,112,21,24
MEM,114,109,22,24
MEM,104,96,23,24
MEM,127,106,24,24
MEM,111,139,24,25
MEM,96,82,25,25
MEM,121,107,26,25
MEM,107,119,26,26
MEM,106,99,27,26
MEM,111,104,28,26
MEM,125,129,28,27
MEM,105,117,28,28
MEM,97,124,28,29
MEM,112,140,28,30
MEM,101,104,28,31
MEM,105,88,29,31
MEM,127,88,30,31
MEM,118,79,31,31
MEM,96,121,31,32
MEM,118,101,32,32
MEM,115,120,32,33
MEM,135,140,32,34
MEM,106,108,32,35
MEM,99,109,32,36
MEM,115,124,32,37
MEM,121,92,33,37
MEM,99,108,33,38
MEM,107,122,33,39
MEM,119,106,34,39
MEM,122,126,34,40
MIA,120,101,1,0
MIA,131,126,2,0
MIA,109,116,2,1
MIA,112,97,3,1
MIA,106,97,4,1
MIA,129,100,5,1
MIA,89,109,5,2
MIA,124,108,6,2
MIA,80,95,6,3
MIA,117,108,7,3
MIA,108,97,8,3
MIA,109,94,9,3
MIA,124,100,10,3
MIA,116,108,11,3
MIA,86,113,11,4
MIA,117,100,12,4
MIA,108,117,12,5
MIA,122,105,13,5
MIA,109,106,14,5
MIA,121,110,15,5
MIA,93,112,15,6
MIA,112,103,16,6
MIA,110,105,17,6
MIA,135,121,18,6
MIA,110,113,18,7
MIA,122,118,19,7
MIA,111,118,19,8
MIA,108,104,20,8
MIA,129,114,21,8
MIA,107,104,22,8
MIA,113,112,23,8
MIA,117,116,24,8
